# TBinMid=4.00279 ssec TBinWidth=8.69483 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   8.64000000E-02   1.16607741E+04   1.09077322E+04   1.09077322E+04   1.55739775E+04   1.15001126E+04   1.15001126E+04
   8.66000000E-02   1.12508853E+04   1.05238544E+04   1.05238544E+04   1.50285751E+04   1.10881918E+04   1.10881918E+04
   8.68000000E-02   1.08554355E+04   1.01535159E+04   1.01535159E+04   1.45023121E+04   1.06910652E+04   1.06910652E+04
   8.70000000E-02   1.04739155E+04   9.79623867E+03   9.79623867E+03   1.39945161E+04   1.03082006E+04   1.03082006E+04
   8.72000000E-02   1.01058341E+04   9.45156140E+03   9.45156140E+03   1.35045384E+04   9.93908487E+03   9.93908487E+03
   8.74000000E-02   9.75071723E+03   9.11903921E+03   9.11903921E+03   1.30317531E+04   9.58322328E+03   9.58322328E+03
   8.76000000E-02   9.40810774E+03   8.79824290E+03   8.79824290E+03   1.25755562E+04   9.24013898E+03   9.24013898E+03
   8.78000000E-02   9.07756452E+03   8.48875841E+03   8.48875841E+03   1.21353649E+04   8.90937230E+03   8.90937230E+03
   8.80000000E-02   8.75866204E+03   8.19018630E+03   8.19018630E+03   1.17106172E+04   8.59048010E+03   8.59048010E+03
   8.82000000E-02   8.45098977E+03   7.90214125E+03   7.90214125E+03   1.13007703E+04   8.28303520E+03   8.28303520E+03
   8.84000000E-02   8.15415166E+03   7.62425155E+03   7.62425155E+03   1.09053009E+04   7.98662582E+03   7.98662582E+03
   8.86000000E-02   7.86776563E+03   7.35615861E+03   7.35615861E+03   1.05237039E+04   7.70085499E+03   7.70085499E+03
   8.88000000E-02   7.59146308E+03   7.09751651E+03   7.09751651E+03   1.01554920E+04   7.42534004E+03   7.42534004E+03
   8.90000000E-02   7.32488841E+03   6.84799155E+03   6.84799155E+03   9.80019501E+03   7.15971209E+03   7.15971209E+03
   8.92000000E-02   7.06769859E+03   6.60726182E+03   6.60726182E+03   9.45735921E+03   6.90361554E+03   6.90361554E+03
   8.94000000E-02   6.81956265E+03   6.37501677E+03   6.37501677E+03   9.12654689E+03   6.65670758E+03   6.65670758E+03
   8.96000000E-02   6.58016134E+03   6.15095685E+03   6.15095685E+03   8.80733569E+03   6.41865778E+03   6.41865778E+03
   8.98000000E-02   6.34918663E+03   5.93479305E+03   5.93479305E+03   8.49931812E+03   6.18914757E+03   6.18914757E+03
   9.00000000E-02   6.12634141E+03   5.72624662E+03   5.72624662E+03   8.20210097E+03   5.96786988E+03   5.96786988E+03
   9.02000000E-02   5.91133900E+03   5.52504861E+03   5.52504861E+03   7.91530488E+03   5.75452870E+03   5.75452870E+03
   9.04000000E-02   5.70390289E+03   5.33093961E+03   5.33093961E+03   7.63856383E+03   5.54883865E+03   5.54883865E+03
   9.06000000E-02   5.50376628E+03   5.14366936E+03   5.14366936E+03   7.37152462E+03   5.35052466E+03   5.35052466E+03
   9.08000000E-02   5.31067180E+03   4.96299644E+03   4.96299644E+03   7.11384651E+03   5.15932154E+03   5.15932154E+03
   9.10000000E-02   5.12437119E+03   4.78868796E+03   4.78868796E+03   6.86520072E+03   4.97497367E+03   4.97497367E+03
   9.12000000E-02   4.94462491E+03   4.62051927E+03   4.62051927E+03   6.62527002E+03   4.79723463E+03   4.79723463E+03
   9.14000000E-02   4.77120190E+03   4.45827364E+03   4.45827364E+03   6.39374835E+03   4.62586686E+03   4.62586686E+03
   9.16000000E-02   4.60387924E+03   4.30174202E+03   4.30174202E+03   6.17034038E+03   4.46064137E+03   4.46064137E+03
   9.18000000E-02   4.44244189E+03   4.15072272E+03   4.15072272E+03   5.95476118E+03   4.30133740E+03   4.30133740E+03
   9.20000000E-02   4.28668238E+03   4.00502122E+03   4.00502122E+03   5.74673584E+03   4.14774215E+03   4.14774215E+03
   9.22000000E-02   4.13640059E+03   3.86444982E+03   3.86444982E+03   5.54599910E+03   3.99965049E+03   3.99965049E+03
   9.24000000E-02   3.99140342E+03   3.72882748E+03   3.72882748E+03   5.35229504E+03   3.85686465E+03   3.85686465E+03
   9.26000000E-02   3.85150464E+03   3.59797957E+03   3.59797957E+03   5.16537673E+03   3.71919400E+03   3.71919400E+03
   9.28000000E-02   3.71652454E+03   3.47173761E+03   3.47173761E+03   4.98500590E+03   3.58645477E+03   3.58645477E+03
   9.30000000E-02   3.58628979E+03   3.34993907E+03   3.34993907E+03   4.81095270E+03   3.45846980E+03   3.45846980E+03
   9.32000000E-02   3.46063316E+03   3.23242719E+03   3.23242719E+03   4.64299533E+03   3.33506831E+03   3.33506831E+03
   9.34000000E-02   3.33939332E+03   3.11905071E+03   3.11905071E+03   4.48091978E+03   3.21608567E+03   3.21608567E+03
   9.36000000E-02   3.22241464E+03   3.00966376E+03   3.00966376E+03   4.32451959E+03   3.10136318E+03   3.10136318E+03
   9.38000000E-02   3.10954697E+03   2.90412558E+03   2.90412558E+03   4.17359553E+03   2.99074784E+03   2.99074784E+03
   9.40000000E-02   3.00064548E+03   2.80230041E+03   2.80230041E+03   4.02795541E+03   2.88409217E+03   2.88409217E+03
   9.42000000E-02   2.89557044E+03   2.70405729E+03   2.70405729E+03   3.88741375E+03   2.78125399E+03   2.78125399E+03
   9.44000000E-02   2.79418705E+03   2.60926987E+03   2.60926987E+03   3.75179163E+03   2.68209624E+03   2.68209624E+03
   9.46000000E-02   2.69636526E+03   2.51781627E+03   2.51781627E+03   3.62091640E+03   2.58648678E+03   2.58648678E+03
   9.48000000E-02   2.60197962E+03   2.42957893E+03   2.42957893E+03   3.49462148E+03   2.49429825E+03   2.49429825E+03
   9.50000000E-02   2.51090911E+03   2.34444442E+03   2.34444442E+03   3.37274616E+03   2.40540786E+03   2.40540786E+03
   9.52000000E-02   2.42303696E+03   2.26230333E+03   2.26230333E+03   3.25513535E+03   2.31969722E+03   2.31969722E+03
   9.54000000E-02   2.33825054E+03   2.18305011E+03   2.18305011E+03   3.14163944E+03   2.23705224E+03   2.23705224E+03
   9.56000000E-02   2.25644120E+03   2.10658296E+03   2.10658296E+03   3.03211406E+03   2.15736290E+03   2.15736290E+03
   9.58000000E-02   2.17750409E+03   2.03280365E+03   2.03280365E+03   2.92641993E+03   2.08052315E+03   2.08052315E+03
   9.60000000E-02   2.10133809E+03   1.96161743E+03   1.96161743E+03   2.82442266E+03   2.00643076E+03   2.00643076E+03
   9.62000000E-02   2.02784564E+03   1.89293289E+03   1.89293289E+03   2.72599257E+03   1.93498717E+03   1.93498717E+03
   9.64000000E-02   1.95693263E+03   1.82666186E+03   1.82666186E+03   2.63100456E+03   1.86609737E+03   1.86609737E+03
   9.66000000E-02   1.88850824E+03   1.76271928E+03   1.76271928E+03   2.53933790E+03   1.79966975E+03   1.79966975E+03
   9.68000000E-02   1.82248488E+03   1.70102310E+03   1.70102310E+03   2.45087613E+03   1.73561603E+03   1.73561603E+03
   9.70000000E-02   1.75877805E+03   1.64149415E+03   1.64149415E+03   2.36550687E+03   1.67385107E+03   1.67385107E+03
   9.72000000E-02   1.69730622E+03   1.58405608E+03   1.58405608E+03   2.28312169E+03   1.61429282E+03   1.61429282E+03
   9.74000000E-02   1.63799074E+03   1.52863521E+03   1.52863521E+03   2.20361596E+03   1.55686215E+03   1.55686215E+03
   9.76000000E-02   1.58075574E+03   1.47516049E+03   1.47516049E+03   2.12688874E+03   1.50148279E+03   1.50148279E+03
   9.78000000E-02   1.52552801E+03   1.42356335E+03   1.42356335E+03   2.05284264E+03   1.44808123E+03   1.44808123E+03
   9.80000000E-02   1.47223694E+03   1.37377767E+03   1.37377767E+03   1.98138368E+03   1.39658657E+03   1.39658657E+03
   9.82000000E-02   1.42081440E+03   1.32573964E+03   1.32573964E+03   1.91242118E+03   1.34693048E+03   1.34693048E+03
   9.84000000E-02   1.37119466E+03   1.27938772E+03   1.27938772E+03   1.84586767E+03   1.29904708E+03   1.29904708E+03
   9.86000000E-02   1.32331432E+03   1.23466254E+03   1.23466254E+03   1.78163871E+03   1.25287285E+03   1.25287285E+03
   9.88000000E-02   1.27711220E+03   1.19150681E+03   1.19150681E+03   1.71965287E+03   1.20834657E+03   1.20834657E+03
   9.90000000E-02   1.23252929E+03   1.14986529E+03   1.14986529E+03   1.65983155E+03   1.16540920E+03   1.16540920E+03
   9.92000000E-02   1.18950866E+03   1.10968465E+03   1.10968465E+03   1.60209893E+03   1.12400384E+03   1.12400384E+03
   9.94000000E-02   1.14799537E+03   1.07091349E+03   1.07091349E+03   1.54638184E+03   1.08407563E+03   1.08407563E+03
   9.96000000E-02   1.10793644E+03   1.03350220E+03   1.03350220E+03   1.49260968E+03   1.04557166E+03   1.04557166E+03
   9.98000000E-02   1.06928074E+03   9.97402907E+02   9.97402907E+02   1.44071435E+03   1.00844095E+03   1.00844095E+03
   1.00000000E-01   1.03197895E+03   9.62569451E+02   9.62569451E+02   1.39063011E+03   9.72634334E+02   9.72634334E+02
