# TBinMid=4.00279 ssec TBinWidth=8.69483 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   9.20000000E-03   2.84952690E+09   2.95235569E+09   2.95235569E+09   2.29333472E+09   2.39404352E+09   2.39404352E+09
   9.40000000E-03   2.83662472E+09   2.93725687E+09   2.93725687E+09   2.29260850E+09   2.39731017E+09   2.39731017E+09
   9.60000000E-03   2.82078970E+09   2.91908168E+09   2.91908168E+09   2.28971668E+09   2.39808037E+09   2.39808037E+09
   9.80000000E-03   2.80221760E+09   2.89804332E+09   2.89804332E+09   2.28475986E+09   2.39645482E+09   2.39645482E+09
   1.00000000E-02   2.78109961E+09   2.87434974E+09   2.87434974E+09   2.27783788E+09   2.39253523E+09   2.39253523E+09
   1.02000000E-02   2.75762171E+09   2.84820292E+09   2.84820292E+09   2.26904957E+09   2.38642392E+09   2.38642392E+09
   1.04000000E-02   2.73196418E+09   2.81979836E+09   2.81979836E+09   2.25849241E+09   2.37822330E+09   2.37822330E+09
   1.06000000E-02   2.70430120E+09   2.78932465E+09   2.78932465E+09   2.24626233E+09   2.36803553E+09   2.36803553E+09
   1.08000000E-02   2.67480058E+09   2.75696313E+09   2.75696313E+09   2.23245352E+09   2.35596216E+09   2.35596216E+09
   1.10000000E-02   2.64362350E+09   2.72288773E+09   2.72288773E+09   2.21715821E+09   2.34210376E+09   2.34210376E+09
   1.12000000E-02   2.61092443E+09   2.68726476E+09   2.68726476E+09   2.20046655E+09   2.32655970E+09   2.32655970E+09
   1.14000000E-02   2.57685102E+09   2.65025291E+09   2.65025291E+09   2.18246649E+09   2.30942784E+09   2.30942784E+09
   1.16000000E-02   2.54154412E+09   2.61200324E+09   2.61200324E+09   2.16324364E+09   2.29080434E+09   2.29080434E+09
   1.18000000E-02   2.50513775E+09   2.57265919E+09   2.57265919E+09   2.14288121E+09   2.27078342E+09   2.27078342E+09
   1.20000000E-02   2.46775923E+09   2.53235672E+09   2.53235672E+09   2.12145995E+09   2.24945725E+09   2.24945725E+09
   1.22000000E-02   2.42952927E+09   2.49122442E+09   2.49122442E+09   2.09905808E+09   2.22691573E+09   2.22691573E+09
   1.24000000E-02   2.39056208E+09   2.44938367E+09   2.44938367E+09   2.07575124E+09   2.20324644E+09   2.20324644E+09
   1.26000000E-02   2.35096553E+09   2.40694884E+09   2.40694884E+09   2.05161250E+09   2.17853447E+09   2.17853447E+09
   1.28000000E-02   2.31084133E+09   2.36402746E+09   2.36402746E+09   2.02671232E+09   2.15286237E+09   2.15286237E+09
   1.30000000E-02   2.27028520E+09   2.32072047E+09   2.32072047E+09   2.00111857E+09   2.12631007E+09   2.12631007E+09
   1.32000000E-02   2.22938707E+09   2.27712242E+09   2.27712242E+09   1.97489650E+09   2.09895482E+09   2.09895482E+09
   1.34000000E-02   2.18823128E+09   2.23332173E+09   2.23332173E+09   1.94810881E+09   2.07087117E+09   2.07087117E+09
   1.36000000E-02   2.14689680E+09   2.18940092E+09   2.18940092E+09   1.92081562E+09   2.04213094E+09   2.04213094E+09
   1.38000000E-02   2.10545740E+09   2.14543683E+09   2.14543683E+09   1.89307454E+09   2.01280320E+09   2.01280320E+09
   1.40000000E-02   2.06398190E+09   2.10150088E+09   2.10150088E+09   1.86494066E+09   1.98295428E+09   1.98295428E+09
   1.42000000E-02   2.02253436E+09   2.05765934E+09   2.05765934E+09   1.83646664E+09   1.95264777E+09   1.95264777E+09
   1.44000000E-02   1.98117429E+09   2.01397350E+09   2.01397350E+09   1.80770273E+09   1.92194452E+09   1.92194452E+09
   1.46000000E-02   1.93995687E+09   1.97049996E+09   1.97049996E+09   1.77869681E+09   1.89090272E+09   1.89090272E+09
   1.48000000E-02   1.89893313E+09   1.92729084E+09   1.92729084E+09   1.74949445E+09   1.85957788E+09   1.85957788E+09
   1.50000000E-02   1.85815015E+09   1.88439400E+09   1.88439400E+09   1.72013897E+09   1.82802289E+09   1.82802289E+09
   1.52000000E-02   1.81765128E+09   1.84185327E+09   1.84185327E+09   1.69067150E+09   1.79628806E+09   1.79628806E+09
   1.54000000E-02   1.77747629E+09   1.79970866E+09   1.79970866E+09   1.66113100E+09   1.76442118E+09   1.76442118E+09
   1.56000000E-02   1.73766159E+09   1.75799654E+09   1.75799654E+09   1.63155439E+09   1.73246757E+09   1.73246757E+09
   1.58000000E-02   1.69824038E+09   1.71674990E+09   1.71674990E+09   1.60197652E+09   1.70047012E+09   1.70047012E+09
   1.60000000E-02   1.65924283E+09   1.67599845E+09   1.67599845E+09   1.57243033E+09   1.66846938E+09   1.66846938E+09
   1.62000000E-02   1.62069625E+09   1.63576890E+09   1.63576890E+09   1.54294682E+09   1.63650358E+09   1.63650358E+09
   1.64000000E-02   1.58262525E+09   1.59608507E+09   1.59608507E+09   1.51355517E+09   1.60460875E+09   1.60460875E+09
   1.66000000E-02   1.54505188E+09   1.55696809E+09   1.55696809E+09   1.48428280E+09   1.57281876E+09   1.57281876E+09
   1.68000000E-02   1.50799579E+09   1.51843658E+09   1.51843658E+09   1.45515539E+09   1.54116536E+09   1.54116536E+09
   1.70000000E-02   1.47147439E+09   1.48050674E+09   1.48050674E+09   1.42619698E+09   1.50967829E+09   1.50967829E+09
   1.72000000E-02   1.43550294E+09   1.44319259E+09   1.44319259E+09   1.39743003E+09   1.47838534E+09   1.47838534E+09
   1.74000000E-02   1.40009472E+09   1.40650605E+09   1.40650605E+09   1.36887546E+09   1.44731240E+09   1.44731240E+09
   1.76000000E-02   1.36526113E+09   1.37045708E+09   1.37045708E+09   1.34055271E+09   1.41648354E+09   1.41648354E+09
   1.78000000E-02   1.33101184E+09   1.33505384E+09   1.33505384E+09   1.31247982E+09   1.38592111E+09   1.38592111E+09
   1.80000000E-02   1.29735485E+09   1.30030280E+09   1.30030280E+09   1.28467348E+09   1.35564574E+09   1.35564574E+09
   1.82000000E-02   1.26429666E+09   1.26620885E+09   1.26620885E+09   1.25714905E+09   1.32567646E+09   1.32567646E+09
   1.84000000E-02   1.23184233E+09   1.23277542E+09   1.23277542E+09   1.22992069E+09   1.29603078E+09   1.29603078E+09
   1.86000000E-02   1.19999560E+09   1.20000458E+09   1.20000458E+09   1.20300134E+09   1.26672470E+09   1.26672470E+09
   1.88000000E-02   1.16875898E+09   1.16789717E+09   1.16789717E+09   1.17640281E+09   1.23777281E+09   1.23777281E+09
   1.90000000E-02   1.13813381E+09   1.13645283E+09   1.13645283E+09   1.15013582E+09   1.20918836E+09   1.20918836E+09
   1.92000000E-02   1.10812040E+09   1.10567017E+09   1.10567017E+09   1.12421007E+09   1.18098330E+09   1.18098330E+09
   1.94000000E-02   1.07871806E+09   1.07554679E+09   1.07554679E+09   1.09863426E+09   1.15316835E+09   1.15316835E+09
   1.96000000E-02   1.04992519E+09   1.04607941E+09   1.04607941E+09   1.07341615E+09   1.12575307E+09   1.12575307E+09
   1.98000000E-02   1.02173937E+09   1.01726389E+09   1.01726389E+09   1.04856262E+09   1.09874591E+09   1.09874591E+09
   2.00000000E-02   9.94157405E+08   9.89095384E+08   9.89095384E+08   1.02407967E+09   1.07215425E+09   1.07215425E+09
   2.02000000E-02   9.67175395E+08   9.61568318E+08   9.61568318E+08   9.99972536E+08   1.04598448E+09   1.04598448E+09
   2.04000000E-02   9.40788800E+08   9.34676517E+08   9.34676517E+08   9.76245656E+08   1.02024204E+09   1.02024204E+09
   2.06000000E-02   9.14992490E+08   9.08413235E+08   9.08413235E+08   9.52902759E+08   9.94931478E+08   9.94931478E+08
   2.08000000E-02   8.89780806E+08   8.82771223E+08   8.82771223E+08   9.29946888E+08   9.70056485E+08   9.70056485E+08
   2.10000000E-02   8.65147604E+08   8.57742777E+08   8.57742777E+08   9.07380436E+08   9.45619957E+08   9.45619957E+08
   2.12000000E-02   8.41086304E+08   8.33319788E+08   8.33319788E+08   8.85205187E+08   9.21624039E+08   9.21624039E+08
   2.14000000E-02   8.17589937E+08   8.09493788E+08   8.09493788E+08   8.63422349E+08   8.98070166E+08   8.98070166E+08
   2.16000000E-02   7.94651182E+08   7.86255996E+08   7.86255996E+08   8.42032586E+08   8.74959106E+08   8.74959106E+08
   2.18000000E-02   7.72262409E+08   7.63597354E+08   7.63597354E+08   8.21036053E+08   8.52291004E+08   8.52291004E+08
   2.20000000E-02   7.50415716E+08   7.41508569E+08   7.41508569E+08   8.00432428E+08   8.30065418E+08   8.30065418E+08
   2.22000000E-02   7.29102958E+08   7.19980144E+08   7.19980144E+08   7.80220935E+08   8.08281362E+08   8.08281362E+08
   2.24000000E-02   7.08315785E+08   6.99002414E+08   6.99002414E+08   7.60400384E+08   7.86937337E+08   7.86937337E+08
   2.26000000E-02   6.88045667E+08   6.78565573E+08   6.78565573E+08   7.40969186E+08   7.66031368E+08   7.66031368E+08
   2.28000000E-02   6.68283926E+08   6.58659707E+08   6.58659707E+08   7.21925389E+08   7.45561040E+08   7.45561040E+08
   2.30000000E-02   6.49021758E+08   6.39274813E+08   6.39274813E+08   7.03266699E+08   7.25523525E+08   7.25523525E+08
   2.32000000E-02   6.30250260E+08   6.20400830E+08   6.20400830E+08   6.84990505E+08   7.05915619E+08   7.05915619E+08
   2.34000000E-02   6.11960451E+08   6.02027658E+08   6.02027658E+08   6.67093900E+08   6.86733763E+08   6.86733763E+08
   2.36000000E-02   5.94143291E+08   5.84145177E+08   5.84145177E+08   6.49573706E+08   6.67974078E+08   6.67974078E+08
   2.38000000E-02   5.76789704E+08   5.66743269E+08   5.66743269E+08   6.32426495E+08   6.49632388E+08   6.49632388E+08
   2.40000000E-02   5.59890593E+08   5.49811833E+08   5.49811833E+08   6.15648606E+08   6.31704244E+08   6.31704244E+08
   2.42000000E-02   5.43436857E+08   5.33340802E+08   5.33340802E+08   5.99236166E+08   6.14184951E+08   6.14184951E+08
   2.44000000E-02   5.27419406E+08   5.17320159E+08   5.17320159E+08   5.83185109E+08   5.97069591E+08   5.97069591E+08
   2.46000000E-02   5.11829173E+08   5.01739946E+08   5.01739946E+08   5.67491192E+08   5.80353040E+08   5.80353040E+08
   2.48000000E-02   4.96657132E+08   4.86590279E+08   4.86590279E+08   5.52150012E+08   5.64029994E+08   5.64029994E+08
   2.50000000E-02   4.81894303E+08   4.71861359E+08   4.71861359E+08   5.37157021E+08   5.48094982E+08   5.48094982E+08
   2.52000000E-02   4.67531767E+08   4.57543481E+08   4.57543481E+08   5.22507543E+08   5.32542393E+08   5.32542393E+08
   2.54000000E-02   4.53560674E+08   4.43627044E+08   4.43627044E+08   5.08196785E+08   5.17366484E+08   5.17366484E+08
   2.56000000E-02   4.39972253E+08   4.30102556E+08   4.30102556E+08   4.94219851E+08   5.02561404E+08   5.02561404E+08
   2.58000000E-02   4.26757817E+08   4.16960645E+08   4.16960645E+08   4.80571757E+08   4.88121206E+08   4.88121206E+08
   2.60000000E-02   4.13908774E+08   4.04192062E+08   4.04192062E+08   4.67247441E+08   4.74039858E+08   4.74039858E+08
   2.62000000E-02   4.01416630E+08   3.91787690E+08   3.91787690E+08   4.54241775E+08   4.60311267E+08   4.60311267E+08
   2.64000000E-02   3.89272999E+08   3.79738545E+08   3.79738545E+08   4.41549574E+08   4.46929278E+08   4.46929278E+08
   2.66000000E-02   3.77469603E+08   3.68035783E+08   3.68035783E+08   4.29165608E+08   4.33887700E+08   4.33887700E+08
   2.68000000E-02   3.65998278E+08   3.56670701E+08   3.56670701E+08   4.17084611E+08   4.21180308E+08   4.21180308E+08
   2.70000000E-02   3.54850983E+08   3.45634744E+08   3.45634744E+08   4.05301290E+08   4.08800854E+08   4.08800854E+08
   2.72000000E-02   3.44019796E+08   3.34919505E+08   3.34919505E+08   3.93810332E+08   3.96743085E+08   3.96743085E+08
   2.74000000E-02   3.33496921E+08   3.24516727E+08   3.24516727E+08   3.82606415E+08   3.85000741E+08   3.85000741E+08
   2.76000000E-02   3.23274689E+08   3.14418303E+08   3.14418303E+08   3.71684210E+08   3.73567573E+08   3.73567573E+08
   2.78000000E-02   3.13345564E+08   3.04616284E+08   3.04616284E+08   3.61038395E+08   3.62437346E+08   3.62437346E+08
   2.80000000E-02   3.03702139E+08   2.95102869E+08   2.95102869E+08   3.50663656E+08   3.51603848E+08   3.51603848E+08
   2.82000000E-02   2.94337140E+08   2.85870418E+08   2.85870418E+08   3.40554693E+08   3.41060897E+08   3.41060897E+08
   2.84000000E-02   2.85243429E+08   2.76911441E+08   2.76911441E+08   3.30706229E+08   3.30802346E+08   3.30802346E+08
   2.86000000E-02   2.76414000E+08   2.68218605E+08   2.68218605E+08   3.21113015E+08   3.20822093E+08   3.20822093E+08
   2.88000000E-02   2.67841986E+08   2.59784732E+08   2.59784732E+08   3.11769830E+08   3.11114080E+08   3.11114080E+08
   2.90000000E-02   2.59520651E+08   2.51602796E+08   2.51602796E+08   3.02671492E+08   3.01672305E+08   3.01672305E+08
   2.92000000E-02   2.51443399E+08   2.43665926E+08   2.43665926E+08   2.93812856E+08   2.92490821E+08   2.92490821E+08
   2.94000000E-02   2.43603765E+08   2.35967402E+08   2.35967402E+08   2.85188824E+08   2.83563743E+08   2.83563743E+08
   2.96000000E-02   2.35995423E+08   2.28500654E+08   2.28500654E+08   2.76794344E+08   2.74885252E+08   2.74885252E+08
   2.98000000E-02   2.28612177E+08   2.21259264E+08   2.21259264E+08   2.68624413E+08   2.66449598E+08   2.66449598E+08
   3.00000000E-02   2.21447967E+08   2.14236961E+08   2.14236961E+08   2.60674084E+08   2.58251101E+08   2.58251101E+08
   3.02000000E-02   2.14496864E+08   2.07427619E+08   2.07427619E+08   2.52938465E+08   2.50284157E+08   2.50284157E+08
   3.04000000E-02   2.07753072E+08   2.00825259E+08   2.00825259E+08   2.45412723E+08   2.42543240E+08   2.42543240E+08
   3.06000000E-02   2.01210923E+08   1.94424043E+08   1.94424043E+08   2.38092086E+08   2.35022903E+08   2.35022903E+08
   3.08000000E-02   1.94864878E+08   1.88218276E+08   1.88218276E+08   2.30971845E+08   2.27717780E+08   2.27717780E+08
   3.10000000E-02   1.88709527E+08   1.82202399E+08   1.82202399E+08   2.24047354E+08   2.20622588E+08   2.20622588E+08
   3.12000000E-02   1.82739584E+08   1.76370994E+08   1.76370994E+08   2.17314037E+08   2.13732130E+08   2.13732130E+08
   3.14000000E-02   1.76949887E+08   1.70718773E+08   1.70718773E+08   2.10767381E+08   2.07041293E+08   2.07041293E+08
   3.16000000E-02   1.71335399E+08   1.65240584E+08   1.65240584E+08   2.04402945E+08   2.00545053E+08   2.00545053E+08
   3.18000000E-02   1.65891202E+08   1.59931404E+08   1.59931404E+08   1.98216357E+08   1.94238473E+08   1.94238473E+08
   3.20000000E-02   1.60612496E+08   1.54786339E+08   1.54786339E+08   1.92203316E+08   1.88116704E+08   1.88116704E+08
   3.22000000E-02   1.55494599E+08   1.49800618E+08   1.49800618E+08   1.86359591E+08   1.82174987E+08   1.82174987E+08
   3.24000000E-02   1.50532947E+08   1.44969596E+08   1.44969596E+08   1.80681025E+08   1.76408651E+08   1.76408651E+08
   3.26000000E-02   1.45723084E+08   1.40288748E+08   1.40288748E+08   1.75163532E+08   1.70813116E+08   1.70813116E+08
   3.28000000E-02   1.41060670E+08   1.35753669E+08   1.35753669E+08   1.69803100E+08   1.65383890E+08   1.65383890E+08
   3.30000000E-02   1.36541472E+08   1.31360068E+08   1.31360068E+08   1.64595789E+08   1.60116572E+08   1.60116572E+08
   3.32000000E-02   1.32161367E+08   1.27103769E+08   1.27103769E+08   1.59537734E+08   1.55006850E+08   1.55006850E+08
   3.34000000E-02   1.27916334E+08   1.22980708E+08   1.22980708E+08   1.54625140E+08   1.50050499E+08   1.50050499E+08
   3.36000000E-02   1.23802458E+08   1.18986930E+08   1.18986930E+08   1.49854287E+08   1.45243385E+08   1.45243385E+08
   3.38000000E-02   1.19815925E+08   1.15118588E+08   1.15118588E+08   1.45221529E+08   1.40581462E+08   1.40581462E+08
   3.40000000E-02   1.15953021E+08   1.11371936E+08   1.11371936E+08   1.40723290E+08   1.36060770E+08   1.36060770E+08
   3.42000000E-02   1.12210128E+08   1.07743334E+08   1.07743334E+08   1.36356068E+08   1.31677435E+08   1.31677435E+08
   3.44000000E-02   1.08583725E+08   1.04229241E+08   1.04229241E+08   1.32116433E+08   1.27427672E+08   1.27427672E+08
   3.46000000E-02   1.05070384E+08   1.00826212E+08   1.00826212E+08   1.28001025E+08   1.23307779E+08   1.23307779E+08
   3.48000000E-02   1.01666767E+08   9.75308996E+07   9.75308996E+07   1.24006557E+08   1.19314139E+08   1.19314139E+08
   3.50000000E-02   9.83696290E+07   9.43400486E+07   9.43400486E+07   1.20129809E+08   1.15443217E+08   1.15443217E+08
   3.52000000E-02   9.51758096E+07   9.12504950E+07   9.12504950E+07   1.16367634E+08   1.11691562E+08   1.11691562E+08
   3.54000000E-02   9.20822352E+07   8.82591634E+07   8.82591634E+07   1.12716952E+08   1.08055803E+08   1.08055803E+08
   3.56000000E-02   8.90859159E+07   8.53630654E+07   8.53630654E+07   1.09174752E+08   1.04532652E+08   1.04532652E+08
   3.58000000E-02   8.61839435E+07   8.25592971E+07   8.25592971E+07   1.05738090E+08   1.01118895E+08   1.01118895E+08
   3.60000000E-02   8.33734900E+07   7.98450372E+07   7.98450372E+07   1.02404088E+08   9.78114010E+07   9.78114010E+07
   3.62000000E-02   8.06518054E+07   7.72175447E+07   7.72175447E+07   9.91699355E+07   9.46071128E+07   9.46071128E+07
   3.64000000E-02   7.80162160E+07   7.46741572E+07   7.46741572E+07   9.60328857E+07   9.15030496E+07   9.15030496E+07
   3.66000000E-02   7.54641225E+07   7.22122889E+07   7.22122889E+07   9.29902560E+07   8.84963050E+07   8.84963050E+07
   3.68000000E-02   7.29929984E+07   6.98294284E+07   6.98294284E+07   9.00394269E+07   8.55840455E+07   8.55840455E+07
   3.70000000E-02   7.06003883E+07   6.75231371E+07   6.75231371E+07   8.71778411E+07   8.27635095E+07   8.27635095E+07
   3.72000000E-02   6.82839059E+07   6.52910470E+07   6.52910470E+07   8.44030026E+07   8.00320059E+07   8.00320059E+07
   3.74000000E-02   6.60412323E+07   6.31308593E+07   6.31308593E+07   8.17124756E+07   7.73869130E+07   7.73869130E+07
   3.76000000E-02   6.38701147E+07   6.10403421E+07   6.10403421E+07   7.91038835E+07   7.48256768E+07   7.48256768E+07
   3.78000000E-02   6.17683644E+07   5.90173290E+07   5.90173290E+07   7.65749080E+07   7.23458103E+07   7.23458103E+07
   3.80000000E-02   5.97338554E+07   5.70597173E+07   5.70597173E+07   7.41232881E+07   6.99448917E+07   6.99448917E+07
   3.82000000E-02   5.77645226E+07   5.51654662E+07   5.51654662E+07   7.17468191E+07   6.76205635E+07   6.76205635E+07
   3.84000000E-02   5.58583605E+07   5.33325953E+07   5.33325953E+07   6.94433515E+07   6.53705307E+07   6.53705307E+07
   3.86000000E-02   5.40134215E+07   5.15591829E+07   5.15591829E+07   6.72107901E+07   6.31925601E+07   6.31925601E+07
   3.88000000E-02   5.22278144E+07   4.98433642E+07   4.98433642E+07   6.50470928E+07   6.10844785E+07   6.10844785E+07
   3.90000000E-02   5.04997030E+07   4.81833302E+07   4.81833302E+07   6.29502700E+07   5.90441721E+07   5.90441721E+07
   3.92000000E-02   4.88273049E+07   4.65773259E+07   4.65773259E+07   6.09183829E+07   5.70695842E+07   5.70695842E+07
   3.94000000E-02   4.72088894E+07   4.50236487E+07   4.50236487E+07   5.89495433E+07   5.51587149E+07   5.51587149E+07
   3.96000000E-02   4.56427770E+07   4.35206473E+07   4.35206473E+07   5.70419118E+07   5.33096196E+07   5.33096196E+07
   3.98000000E-02   4.41273372E+07   4.20667199E+07   4.20667199E+07   5.51936975E+07   5.15204073E+07   5.15204073E+07
   4.00000000E-02   4.26609880E+07   4.06603132E+07   4.06603132E+07   5.34031565E+07   4.97892398E+07   4.97892398E+07
   4.02000000E-02   4.12421940E+07   3.92999207E+07   3.92999207E+07   5.16685911E+07   4.81143308E+07   4.81143308E+07
   4.04000000E-02   3.98694653E+07   3.79840818E+07   3.79840818E+07   4.99883489E+07   4.64939437E+07   4.64939437E+07
   4.06000000E-02   3.85413564E+07   3.67113799E+07   3.67113799E+07   4.83608217E+07   4.49263915E+07   4.49263915E+07
   4.08000000E-02   3.72564648E+07   3.54804419E+07   3.54804419E+07   4.67844444E+07   4.34100350E+07   4.34100350E+07
   4.10000000E-02   3.60134301E+07   3.42899362E+07   3.42899362E+07   4.52576945E+07   4.19432817E+07   4.19432817E+07
   4.12000000E-02   3.48109325E+07   3.31385721E+07   3.31385721E+07   4.37790907E+07   4.05245850E+07   4.05245850E+07
   4.14000000E-02   3.36476918E+07   3.20250986E+07   3.20250986E+07   4.23471922E+07   3.91524427E+07   3.91524427E+07
   4.16000000E-02   3.25224666E+07   3.09483027E+07   3.09483027E+07   4.09605975E+07   3.78253960E+07   3.78253960E+07
   4.18000000E-02   3.14340527E+07   2.99070090E+07   2.99070090E+07   3.96179441E+07   3.65420287E+07   3.65420287E+07
   4.20000000E-02   3.03812824E+07   2.89000782E+07   2.89000782E+07   3.83179068E+07   3.53009656E+07   3.53009656E+07
   4.22000000E-02   2.93630234E+07   2.79264061E+07   2.79264061E+07   3.70591976E+07   3.41008721E+07   3.41008721E+07
   4.24000000E-02   2.83781779E+07   2.69849229E+07   2.69849229E+07   3.58405640E+07   3.29404525E+07   3.29404525E+07
   4.26000000E-02   2.74256813E+07   2.60745916E+07   2.60745916E+07   3.46607890E+07   3.18184495E+07   3.18184495E+07
   4.28000000E-02   2.65045017E+07   2.51944076E+07   2.51944076E+07   3.35186895E+07   3.07336430E+07   3.07336430E+07
