# TBinMid=3.71519 ssec TBinWidth=7.77057 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   4.80000000E-03   1.17115757E+09   1.71331255E+09   1.71331255E+09   1.08643410E+09   1.13155063E+09   1.13155063E+09
   5.00000000E-03   1.21758738E+09   1.78966550E+09   1.78966550E+09   1.13652774E+09   1.17774896E+09   1.17774896E+09
   5.20000000E-03   1.26127786E+09   1.86100731E+09   1.86100731E+09   1.18447208E+09   1.22142900E+09   1.22142900E+09
   5.40000000E-03   1.30217707E+09   1.92710514E+09   1.92710514E+09   1.23015270E+09   1.26253076E+09   1.26253076E+09
   5.60000000E-03   1.34025467E+09   1.98779001E+09   1.98779001E+09   1.27347548E+09   1.30101401E+09   1.30101401E+09
   5.80000000E-03   1.37549958E+09   2.04295279E+09   2.04295279E+09   1.31436521E+09   1.33685620E+09   1.33685620E+09
   6.00000000E-03   1.40791776E+09   2.09253975E+09   2.09253975E+09   1.35276421E+09   1.37005056E+09   1.37005056E+09
   6.20000000E-03   1.43753018E+09   2.13654771E+09   2.13654771E+09   1.38863100E+09   1.40060431E+09   1.40060431E+09
   6.40000000E-03   1.46437096E+09   2.17501894E+09   2.17501894E+09   1.42193906E+09   1.42853703E+09   1.42853703E+09
   6.60000000E-03   1.48848556E+09   2.20803602E+09   2.20803602E+09   1.45267556E+09   1.45387921E+09   1.45387921E+09
   6.80000000E-03   1.50992927E+09   2.23571670E+09   2.23571670E+09   1.48084026E+09   1.47667082E+09   1.47667082E+09
   7.00000000E-03   1.52876568E+09   2.25820883E+09   2.25820883E+09   1.50644429E+09   1.49696010E+09   1.49696010E+09
   7.20000000E-03   1.54506536E+09   2.27568562E+09   2.27568562E+09   1.52950917E+09   1.51480238E+09   1.51480238E+09
   7.40000000E-03   1.55890468E+09   2.28834102E+09   2.28834102E+09   1.55006577E+09   1.53025909E+09   1.53025909E+09
   7.60000000E-03   1.57036469E+09   2.29638548E+09   2.29638548E+09   1.56815330E+09   1.54339675E+09   1.54339675E+09
   7.80000000E-03   1.57953014E+09   2.30004210E+09   2.30004210E+09   1.58381846E+09   1.55428615E+09   1.55428615E+09
   8.00000000E-03   1.58648862E+09   2.29954301E+09   2.29954301E+09   1.59711453E+09   1.56300159E+09   1.56300159E+09
   8.20000000E-03   1.59132975E+09   2.29512625E+09   2.29512625E+09   1.60810061E+09   1.56962011E+09   1.56962011E+09
   8.40000000E-03   1.59414449E+09   2.28703292E+09   2.28703292E+09   1.61684080E+09   1.57422093E+09   1.57422093E+09
   8.60000000E-03   1.59502455E+09   2.27550475E+09   2.27550475E+09   1.62340352E+09   1.57688481E+09   1.57688481E+09
   8.80000000E-03   1.59406179E+09   2.26078195E+09   2.26078195E+09   1.62786085E+09   1.57769359E+09   1.57769359E+09
   9.00000000E-03   1.59134783E+09   2.24310143E+09   2.24310143E+09   1.63028788E+09   1.57672971E+09   1.57672971E+09
   9.20000000E-03   1.58697354E+09   2.22269524E+09   2.22269524E+09   1.63076215E+09   1.57407578E+09   1.57407578E+09
   9.40000000E-03   1.58102878E+09   2.19978939E+09   2.19978939E+09   1.62936311E+09   1.56981426E+09   1.56981426E+09
   9.60000000E-03   1.57360202E+09   2.17460280E+09   2.17460280E+09   1.62617164E+09   1.56402708E+09   1.56402708E+09
   9.80000000E-03   1.56478011E+09   2.14734651E+09   2.14734651E+09   1.62126956E+09   1.55679541E+09   1.55679541E+09
   1.00000000E-02   1.55464809E+09   2.11822312E+09   2.11822312E+09   1.61473926E+09   1.54819935E+09   1.54819935E+09
   1.02000000E-02   1.54328893E+09   2.08742634E+09   2.08742634E+09   1.60666328E+09   1.53831777E+09   1.53831777E+09
   1.04000000E-02   1.53078347E+09   2.05514072E+09   2.05514072E+09   1.59712397E+09   1.52722807E+09   1.52722807E+09
   1.06000000E-02   1.51721025E+09   2.02154149E+09   2.02154149E+09   1.58620319E+09   1.51500603E+09   1.51500603E+09
   1.08000000E-02   1.50264539E+09   1.98679450E+09   1.98679450E+09   1.57398203E+09   1.50172570E+09   1.50172570E+09
   1.10000000E-02   1.48716260E+09   1.95105628E+09   1.95105628E+09   1.56054052E+09   1.48745922E+09   1.48745922E+09
   1.12000000E-02   1.47083303E+09   1.91447415E+09   1.91447415E+09   1.54595745E+09   1.47227679E+09   1.47227679E+09
   1.14000000E-02   1.45372532E+09   1.87718636E+09   1.87718636E+09   1.53031014E+09   1.45624651E+09   1.45624651E+09
   1.16000000E-02   1.43590553E+09   1.83932235E+09   1.83932235E+09   1.51367426E+09   1.43943441E+09   1.43943441E+09
   1.18000000E-02   1.41743713E+09   1.80100299E+09   1.80100299E+09   1.49612370E+09   1.42190431E+09   1.42190431E+09
   1.20000000E-02   1.39838107E+09   1.76234087E+09   1.76234087E+09   1.47773043E+09   1.40371784E+09   1.40371784E+09
   1.22000000E-02   1.37879570E+09   1.72344060E+09   1.72344060E+09   1.45856437E+09   1.38493441E+09   1.38493441E+09
   1.24000000E-02   1.35873688E+09   1.68439913E+09   1.68439913E+09   1.43869332E+09   1.36561115E+09   1.36561115E+09
   1.26000000E-02   1.33825797E+09   1.64530610E+09   1.64530610E+09   1.41818288E+09   1.34580298E+09   1.34580298E+09
   1.28000000E-02   1.31740987E+09   1.60624415E+09   1.60624415E+09   1.39709638E+09   1.32556256E+09   1.32556256E+09
   1.30000000E-02   1.29624109E+09   1.56728927E+09   1.56728927E+09   1.37549482E+09   1.30494032E+09   1.30494032E+09
   1.32000000E-02   1.27479777E+09   1.52851115E+09   1.52851115E+09   1.35343687E+09   1.28398448E+09   1.28398448E+09
   1.34000000E-02   1.25312375E+09   1.48997346E+09   1.48997346E+09   1.33097885E+09   1.26274109E+09   1.26274109E+09
   1.36000000E-02   1.23126062E+09   1.45173423E+09   1.45173423E+09   1.30817469E+09   1.24125402E+09   1.24125402E+09
   1.38000000E-02   1.20924778E+09   1.41384613E+09   1.41384613E+09   1.28507593E+09   1.21956503E+09   1.21956503E+09
   1.40000000E-02   1.18712250E+09   1.37635678E+09   1.37635678E+09   1.26173179E+09   1.19771383E+09   1.19771383E+09
   1.42000000E-02   1.16492000E+09   1.33930906E+09   1.33930906E+09   1.23818910E+09   1.17573807E+09   1.17573807E+09
   1.44000000E-02   1.14267347E+09   1.30274137E+09   1.30274137E+09   1.21449241E+09   1.15367342E+09   1.15367342E+09
   1.46000000E-02   1.12041418E+09   1.26668796E+09   1.26668796E+09   1.19068395E+09   1.13155360E+09   1.13155360E+09
   1.48000000E-02   1.09817153E+09   1.23117911E+09   1.23117911E+09   1.16680374E+09   1.10941047E+09   1.10941047E+09
   1.50000000E-02   1.07597309E+09   1.19624144E+09   1.19624144E+09   1.14288955E+09   1.08727404E+09   1.08727404E+09
   1.52000000E-02   1.05384472E+09   1.16189817E+09   1.16189817E+09   1.11897704E+09   1.06517255E+09   1.06517255E+09
   1.54000000E-02   1.03181058E+09   1.12816927E+09   1.12816927E+09   1.09509972E+09   1.04313249E+09   1.04313249E+09
   1.56000000E-02   1.00989320E+09   1.09507176E+09   1.09507176E+09   1.07128908E+09   1.02117871E+09   1.02117871E+09
   1.58000000E-02   9.88113584E+08   1.06261989E+09   1.06261989E+09   1.04757460E+09   9.99334445E+08   9.99334445E+08
   1.60000000E-02   9.66491235E+08   1.03082530E+09   1.03082530E+09   1.02398383E+09   9.77621366E+08   9.77621366E+08
   1.62000000E-02   9.45044228E+08   9.99697283E+08   9.99697283E+08   1.00054246E+09   9.56059650E+08   9.56059650E+08
   1.64000000E-02   9.23789267E+08   9.69242903E+08   9.69242903E+08   9.77274343E+08   9.34668034E+08   9.34668034E+08
   1.66000000E-02   9.02741750E+08   9.39467190E+08   9.39467190E+08   9.54201607E+08   9.13463867E+08   9.13463867E+08
   1.68000000E-02   8.81915822E+08   9.10373293E+08   9.10373293E+08   9.31344690E+08   8.92463169E+08   8.92463169E+08
   1.70000000E-02   8.61324432E+08   8.81962635E+08   8.81962635E+08   9.08722412E+08   8.71680687E+08   8.71680687E+08
   1.72000000E-02   8.40979389E+08   8.54235054E+08   8.54235054E+08   8.86352041E+08   8.51129944E+08   8.51129944E+08
   1.74000000E-02   8.20891416E+08   8.27188933E+08   8.27188933E+08   8.64249355E+08   8.30823299E+08   8.30823299E+08
   1.76000000E-02   8.01070202E+08   8.00821336E+08   8.00821336E+08   8.42428710E+08   8.10771992E+08   8.10771992E+08
   1.78000000E-02   7.81524451E+08   7.75128120E+08   7.75128120E+08   8.20903098E+08   7.90986203E+08   7.90986203E+08
   1.80000000E-02   7.62261935E+08   7.50104047E+08   7.50104047E+08   7.99684214E+08   7.71475094E+08   7.71475094E+08
   1.82000000E-02   7.43289537E+08   7.25742896E+08   7.25742896E+08   7.78782513E+08   7.52246865E+08   7.52246865E+08
   1.84000000E-02   7.24613300E+08   7.02037553E+08   7.02037553E+08   7.58207275E+08   7.33308796E+08   7.33308796E+08
   1.86000000E-02   7.06238471E+08   6.78980111E+08   6.78980111E+08   7.37966663E+08   7.14667298E+08   7.14667298E+08
   1.88000000E-02   6.88169547E+08   6.56561951E+08   6.56561951E+08   7.18067779E+08   6.96327954E+08   6.96327954E+08
   1.90000000E-02   6.70410311E+08   6.34773826E+08   6.34773826E+08   6.98516720E+08   6.78295565E+08   6.78295565E+08
   1.92000000E-02   6.52963875E+08   6.13605934E+08   6.13605934E+08   6.79318637E+08   6.60574192E+08   6.60574192E+08
   1.94000000E-02   6.35832721E+08   5.93047993E+08   5.93047993E+08   6.60477783E+08   6.43167197E+08   6.43167197E+08
   1.96000000E-02   6.19018736E+08   5.73089299E+08   5.73089299E+08   6.41997570E+08   6.26077281E+08   6.26077281E+08
   1.98000000E-02   6.02523245E+08   5.53718795E+08   5.53718795E+08   6.23880613E+08   6.09306526E+08   6.09306526E+08
   2.00000000E-02   5.86347052E+08   5.34925119E+08   5.34925119E+08   6.06128784E+08   5.92856426E+08   5.92856426E+08
   2.02000000E-02   5.70490466E+08   5.16696665E+08   5.16696665E+08   5.88743255E+08   5.76727929E+08   5.76727929E+08
   2.04000000E-02   5.54953338E+08   4.99021622E+08   4.99021622E+08   5.71724546E+08   5.60921466E+08   5.60921466E+08
   2.06000000E-02   5.39735089E+08   4.81888028E+08   4.81888028E+08   5.55072565E+08   5.45436988E+08   5.45436988E+08
   2.08000000E-02   5.24834739E+08   4.65283802E+08   4.65283802E+08   5.38786652E+08   5.30273992E+08   5.30273992E+08
   2.10000000E-02   5.10250933E+08   4.49196788E+08   4.49196788E+08   5.22865616E+08   5.15431559E+08   5.15431559E+08
   2.12000000E-02   4.95981974E+08   4.33614787E+08   4.33614787E+08   5.07307777E+08   5.00908375E+08   5.00908375E+08
   2.14000000E-02   4.82025840E+08   4.18525589E+08   4.18525589E+08   4.92111001E+08   4.86702764E+08   4.86702764E+08
   2.16000000E-02   4.68380213E+08   4.03917002E+08   4.03917002E+08   4.77272733E+08   4.72812713E+08   4.72812713E+08
   2.18000000E-02   4.55042502E+08   3.89776878E+08   3.89776878E+08   4.62790034E+08   4.59235897E+08   4.59235897E+08
   2.20000000E-02   4.42009864E+08   3.76093137E+08   3.76093137E+08   4.48659609E+08   4.45969703E+08   4.45969703E+08
   2.22000000E-02   4.29279223E+08   3.62853786E+08   3.62853786E+08   4.34877839E+08   4.33011254E+08   4.33011254E+08
   2.24000000E-02   4.16847294E+08   3.50046945E+08   3.50046945E+08   4.21440811E+08   4.20357430E+08   4.20357430E+08
   2.26000000E-02   4.04710598E+08   3.37660856E+08   3.37660856E+08   4.08344344E+08   4.08004889E+08   4.08004889E+08
   2.28000000E-02   3.92865483E+08   3.25683903E+08   3.25683903E+08   3.95584014E+08   3.95950089E+08   3.95950089E+08
   2.30000000E-02   3.81308139E+08   3.14104628E+08   3.14104628E+08   3.83155180E+08   3.84189303E+08   3.84189303E+08
   2.32000000E-02   3.70034614E+08   3.02911737E+08   3.02911737E+08   3.71053007E+08   3.72718639E+08   3.72718639E+08
   2.34000000E-02   3.59040829E+08   2.92094116E+08   2.92094116E+08   3.59272488E+08   3.61534058E+08   3.61534058E+08
   2.36000000E-02   3.48322595E+08   2.81640837E+08   2.81640837E+08   3.47808462E+08   3.50631389E+08   3.50631389E+08
   2.38000000E-02   3.37875624E+08   2.71541167E+08   2.71541167E+08   3.36655639E+08   3.40006343E+08   3.40006343E+08
   2.40000000E-02   3.27695544E+08   2.61784575E+08   2.61784575E+08   3.25808615E+08   3.29654530E+08   3.29654530E+08
   2.42000000E-02   3.17777906E+08   2.52360737E+08   2.52360737E+08   3.15261886E+08   3.19571470E+08   3.19571470E+08
   2.44000000E-02   3.08118202E+08   2.43259543E+08   2.43259543E+08   3.05009873E+08   3.09752606E+08   3.09752606E+08
   2.46000000E-02   2.98711873E+08   2.34471096E+08   2.34471096E+08   2.95046926E+08   3.00193319E+08   3.00193319E+08
   2.48000000E-02   2.89554318E+08   2.25985718E+08   2.25985718E+08   2.85367349E+08   2.90888935E+08   2.90888935E+08
   2.50000000E-02   2.80640903E+08   2.17793954E+08   2.17793954E+08   2.75965406E+08   2.81834739E+08   2.81834739E+08
   2.52000000E-02   2.71966974E+08   2.09886566E+08   2.09886566E+08   2.66835336E+08   2.73025984E+08   2.73025984E+08
   2.54000000E-02   2.63527859E+08   2.02254544E+08   2.02254544E+08   2.57971363E+08   2.64457897E+08   2.64457897E+08
   2.56000000E-02   2.55318883E+08   1.94889095E+08   1.94889095E+08   2.49367711E+08   2.56125694E+08   2.56125694E+08
   2.58000000E-02   2.47335368E+08   1.87781653E+08   1.87781653E+08   2.41018608E+08   2.48024584E+08   2.48024584E+08
   2.60000000E-02   2.39572645E+08   1.80923869E+08   1.80923869E+08   2.32918298E+08   2.40149777E+08   2.40149777E+08
   2.62000000E-02   2.32026057E+08   1.74307617E+08   1.74307617E+08   2.25061050E+08   2.32496490E+08   2.32496490E+08
   2.64000000E-02   2.24690967E+08   1.67924985E+08   1.67924985E+08   2.17441167E+08   2.25059957E+08   2.25059957E+08
   2.66000000E-02   2.17562763E+08   1.61768280E+08   1.61768280E+08   2.10052990E+08   2.17835433E+08   2.17835433E+08
   2.68000000E-02   2.10636860E+08   1.55830021E+08   1.55830021E+08   2.02890904E+08   2.10818198E+08   2.10818198E+08
   2.70000000E-02   2.03908711E+08   1.50102936E+08   1.50102936E+08   1.95949349E+08   2.04003566E+08   2.04003566E+08
   2.72000000E-02   1.97373804E+08   1.44579961E+08   1.44579961E+08   1.89222821E+08   1.97386885E+08   1.97386885E+08
   2.74000000E-02   1.91027669E+08   1.39254239E+08   1.39254239E+08   1.82705880E+08   1.90963546E+08   1.90963546E+08
   2.76000000E-02   1.84865885E+08   1.34119109E+08   1.34119109E+08   1.76393150E+08   1.84728984E+08   1.84728984E+08
   2.78000000E-02   1.78884076E+08   1.29168109E+08   1.29168109E+08   1.70279329E+08   1.78678683E+08   1.78678683E+08
   2.80000000E-02   1.73077920E+08   1.24394973E+08   1.24394973E+08   1.64359188E+08   1.72808180E+08   1.72808180E+08
   2.82000000E-02   1.67443148E+08   1.19793620E+08   1.19793620E+08   1.58627575E+08   1.67113064E+08   1.67113064E+08
   2.84000000E-02   1.61975550E+08   1.15358159E+08   1.15358159E+08   1.53079420E+08   1.61588985E+08   1.61588985E+08
   2.86000000E-02   1.56670972E+08   1.11082877E+08   1.11082877E+08   1.47709735E+08   1.56231650E+08   1.56231650E+08
   2.88000000E-02   1.51525323E+08   1.06962241E+08   1.06962241E+08   1.42513619E+08   1.51036831E+08   1.51036831E+08
   2.90000000E-02   1.46534574E+08   1.02990891E+08   1.02990891E+08   1.37486255E+08   1.46000364E+08   1.46000364E+08
   2.92000000E-02   1.41694759E+08   9.91636362E+07   9.91636362E+07   1.32622917E+08   1.41118147E+08   1.41118147E+08
   2.94000000E-02   1.37001978E+08   9.54754515E+07   9.54754515E+07   1.27918968E+08   1.36386151E+08   1.36386151E+08
   2.96000000E-02   1.32452398E+08   9.19214729E+07   9.19214729E+07   1.23369861E+08   1.31800410E+08   1.31800410E+08
   2.98000000E-02   1.28042251E+08   8.84969934E+07   8.84969934E+07   1.18971141E+08   1.27357033E+08   1.27357033E+08
   3.00000000E-02   1.23767839E+08   8.51974590E+07   8.51974590E+07   1.14718446E+08   1.23052195E+08   1.23052195E+08
   3.02000000E-02   1.19625532E+08   8.20184647E+07   8.20184647E+07   1.10607505E+08   1.18882144E+08   1.18882144E+08
   3.04000000E-02   1.15611767E+08   7.89557506E+07   7.89557506E+07   1.06634141E+08   1.14843199E+08   1.14843199E+08
   3.06000000E-02   1.11723053E+08   7.60051974E+07   7.60051974E+07   1.02794268E+08   1.10931753E+08   1.10931753E+08
   3.08000000E-02   1.07955966E+08   7.31628229E+07   7.31628229E+07   9.90838931E+07   1.07144269E+08   1.07144269E+08
   3.10000000E-02   1.04307154E+08   7.04247781E+07   7.04247781E+07   9.54991162E+07   1.03477284E+08   1.03477284E+08
   3.12000000E-02   1.00773332E+08   6.77873432E+07   6.77873432E+07   9.20361281E+07   9.99274063E+07   9.99274063E+07
   3.14000000E-02   9.73512854E+07   6.52469237E+07   6.52469237E+07   8.86912105E+07   9.64913171E+07   9.64913171E+07
   3.16000000E-02   9.40378685E+07   6.28000470E+07   6.28000470E+07   8.54607358E+07   9.31657695E+07   9.31657695E+07
   3.18000000E-02   9.08300044E+07   6.04433588E+07   6.04433588E+07   8.23411657E+07   8.99475886E+07   8.99475886E+07
   3.20000000E-02   8.77246842E+07   5.81736190E+07   5.81736190E+07   7.93290506E+07   8.68336707E+07   8.68336707E+07
   3.22000000E-02   8.47189669E+07   5.59876989E+07   5.59876989E+07   7.64210284E+07   8.38209831E+07   8.38209831E+07
   3.24000000E-02   8.18099790E+07   5.38825773E+07   5.38825773E+07   7.36138239E+07   8.09065633E+07   8.09065633E+07
   3.26000000E-02   7.89949133E+07   5.18553371E+07   5.18553371E+07   7.09042469E+07   7.80875185E+07   7.80875185E+07
   3.28000000E-02   7.62710289E+07   4.99031626E+07   4.99031626E+07   6.82891917E+07   7.53610250E+07   7.53610250E+07
   3.30000000E-02   7.36356501E+07   4.80233357E+07   4.80233357E+07   6.57656356E+07   7.27243273E+07   7.27243273E+07
   3.32000000E-02   7.10861656E+07   4.62132330E+07   4.62132330E+07   6.33306375E+07   7.01747373E+07   7.01747373E+07
   3.34000000E-02   6.86200281E+07   4.44703228E+07   4.44703228E+07   6.09813368E+07   6.77096335E+07   6.77096335E+07
   3.36000000E-02   6.62347529E+07   4.27921622E+07   4.27921622E+07   5.87149518E+07   6.53264603E+07   6.53264603E+07
   3.38000000E-02   6.39279173E+07   4.11763940E+07   4.11763940E+07   5.65287783E+07   6.30227267E+07   6.30227267E+07
   3.40000000E-02   6.16971601E+07   3.96207440E+07   3.96207440E+07   5.44201884E+07   6.07960055E+07   6.07960055E+07
   3.42000000E-02   5.95401797E+07   3.81230185E+07   3.81230185E+07   5.23866287E+07   5.86439326E+07   5.86439326E+07
   3.44000000E-02   5.74547343E+07   3.66811010E+07   3.66811010E+07   5.04256193E+07   5.65642054E+07   5.65642054E+07
   3.46000000E-02   5.54386398E+07   3.52929506E+07   3.52929506E+07   4.85347518E+07   5.45545823E+07   5.45545823E+07
   3.48000000E-02   5.34897697E+07   3.39565984E+07   3.39565984E+07   4.67116882E+07   5.26128814E+07   5.26128814E+07
   3.50000000E-02   5.16060537E+07   3.26701460E+07   3.26701460E+07   4.49541592E+07   5.07369794E+07   5.07369794E+07
   3.52000000E-02   4.97854767E+07   3.14317625E+07   3.14317625E+07   4.32599626E+07   4.89248108E+07   4.89248108E+07
   3.54000000E-02   4.80260776E+07   3.02396824E+07   3.02396824E+07   4.16269622E+07   4.71743664E+07   4.71743664E+07
   3.56000000E-02   4.63259489E+07   2.90922036E+07   2.90922036E+07   4.00530858E+07   4.54836924E+07   4.54836924E+07
   3.58000000E-02   4.46832349E+07   2.79876850E+07   2.79876850E+07   3.85363243E+07   4.38508894E+07   4.38508894E+07
   3.60000000E-02   4.30961310E+07   2.69245443E+07   2.69245443E+07   3.70747294E+07   4.22741112E+07   4.22741112E+07
   3.62000000E-02   4.15628829E+07   2.59012562E+07   2.59012562E+07   3.56664130E+07   4.07515634E+07   4.07515634E+07
   3.64000000E-02   4.00817849E+07   2.49163505E+07   2.49163505E+07   3.43095451E+07   3.92815031E+07   3.92815031E+07
   3.66000000E-02   3.86511796E+07   2.39684099E+07   2.39684099E+07   3.30023527E+07   3.78622367E+07   3.78622367E+07
   3.68000000E-02   3.72694565E+07   2.30560684E+07   2.30560684E+07   3.17431181E+07   3.64921197E+07   3.64921197E+07
   3.70000000E-02   3.59350508E+07   2.21780094E+07   2.21780094E+07   3.05301778E+07   3.51695553E+07   3.51695553E+07
   3.72000000E-02   3.46464427E+07   2.13329640E+07   2.13329640E+07   2.93619207E+07   3.38929931E+07   3.38929931E+07
   3.74000000E-02   3.34021562E+07   2.05197093E+07   2.05197093E+07   2.82367872E+07   3.26609282E+07   3.26609282E+07
   3.76000000E-02   3.22007582E+07   1.97370668E+07   1.97370668E+07   2.71532674E+07   3.14719003E+07   3.14719003E+07
   3.78000000E-02   3.10408575E+07   1.89839010E+07   1.89839010E+07   2.61098999E+07   3.03244924E+07   3.03244924E+07
   3.80000000E-02   2.99211035E+07   1.82591177E+07   1.82591177E+07   2.51052706E+07   2.92173296E+07   2.92173296E+07
   3.82000000E-02   2.88401857E+07   1.75616624E+07   1.75616624E+07   2.41380113E+07   2.81490787E+07   2.81490787E+07
   3.84000000E-02   2.77968323E+07   1.68905193E+07   1.68905193E+07   2.32067984E+07   2.71184465E+07   2.71184465E+07
   3.86000000E-02   2.67898098E+07   1.62447095E+07   1.62447095E+07   2.23103516E+07   2.61241789E+07   2.61241789E+07
   3.88000000E-02   2.58179211E+07   1.56232902E+07   1.56232902E+07   2.14474330E+07   2.51650604E+07   2.51650604E+07
   3.90000000E-02   2.48800058E+07   1.50253526E+07   1.50253526E+07   2.06168453E+07   2.42399125E+07   2.42399125E+07
   3.92000000E-02   2.39749383E+07   1.44500217E+07   1.44500217E+07   1.98174311E+07   2.33475931E+07   2.33475931E+07
   3.94000000E-02   2.31016272E+07   1.38964542E+07   1.38964542E+07   1.90480718E+07   2.24869954E+07   2.24869954E+07
   3.96000000E-02   2.22590147E+07   1.33638381E+07   1.33638381E+07   1.83076859E+07   2.16570471E+07   2.16570471E+07
   3.98000000E-02   2.14460752E+07   1.28513908E+07   1.28513908E+07   1.75952285E+07   2.08567093E+07   2.08567093E+07
   4.00000000E-02   2.06618150E+07   1.23583588E+07   1.23583588E+07   1.69096900E+07   2.00849756E+07   2.00849756E+07
   4.02000000E-02   1.99052710E+07   1.18840162E+07   1.18840162E+07   1.62500948E+07   1.93408715E+07   1.93408715E+07
   4.04000000E-02   1.91755102E+07   1.14276638E+07   1.14276638E+07   1.56155005E+07   1.86234532E+07   1.86234532E+07
   4.06000000E-02   1.84716285E+07   1.09886282E+07   1.09886282E+07   1.50049972E+07   1.79318070E+07   1.79318070E+07
   4.08000000E-02   1.77927504E+07   1.05662608E+07   1.05662608E+07   1.44177058E+07   1.72650480E+07   1.72650480E+07
   4.10000000E-02   1.71380279E+07   1.01599370E+07   1.01599370E+07   1.38527774E+07   1.66223201E+07   1.66223201E+07
   4.12000000E-02   1.65066397E+07   9.76905519E+06   9.76905519E+06   1.33093928E+07   1.60027944E+07   1.60027944E+07
   4.14000000E-02   1.58977907E+07   9.39303599E+06   9.39303599E+06   1.27867606E+07   1.54056688E+07   1.54056688E+07
   4.16000000E-02   1.53107109E+07   9.03132149E+06   9.03132149E+06   1.22841173E+07   1.48301672E+07   1.48301672E+07
   4.18000000E-02   1.47446551E+07   8.68337441E+06   8.68337441E+06   1.18007258E+07   1.42755386E+07   1.42755386E+07
   4.20000000E-02   1.41989021E+07   8.34867736E+06   8.34867736E+06   1.13358748E+07   1.37410566E+07   1.37410566E+07
   4.22000000E-02   1.36727536E+07   8.02673211E+06   8.02673211E+06   1.08888779E+07   1.32260186E+07   1.32260186E+07
   4.24000000E-02   1.31655340E+07   7.71705892E+06   7.71705892E+06   1.04590728E+07   1.27297450E+07   1.27297450E+07
   4.26000000E-02   1.26765896E+07   7.41919584E+06   7.41919584E+06   1.00458206E+07   1.22515784E+07   1.22515784E+07
   4.28000000E-02   1.22052880E+07   7.13269808E+06   7.13269808E+06   9.64850503E+06   1.17908835E+07   1.17908835E+07
