# TBinMid=3.71519 ssec TBinWidth=7.77057 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   8.64000000E-02   1.76555301E+03   9.34557204E+02   9.34557204E+02   8.76219015E+02   1.58740394E+03   1.58740394E+03
   8.66000000E-02   1.69276285E+03   8.95939564E+02   8.95939564E+02   8.38673799E+02   1.52162880E+03   1.52162880E+03
   8.68000000E-02   1.62296054E+03   8.58911482E+02   8.58911482E+02   8.02734630E+02   1.45856861E+03   1.45856861E+03
   8.70000000E-02   1.55602405E+03   8.23407820E+02   8.23407820E+02   7.68332964E+02   1.39811180E+03   1.39811180E+03
   8.72000000E-02   1.49183632E+03   7.89366095E+02   7.89366095E+02   7.35403175E+02   1.34015139E+03   1.34015139E+03
   8.74000000E-02   1.43028503E+03   7.56726374E+02   7.56726374E+02   7.03882429E+02   1.28458474E+03   1.28458474E+03
   8.76000000E-02   1.37126243E+03   7.25431165E+02   7.25431165E+02   6.73710567E+02   1.23131342E+03   1.23131342E+03
   8.78000000E-02   1.31466515E+03   6.95425326E+02   6.95425326E+02   6.44829990E+02   1.18024304E+03   1.18024304E+03
   8.80000000E-02   1.26039403E+03   6.66655962E+02   6.66655962E+02   6.17185553E+02   1.13128305E+03   1.13128305E+03
   8.82000000E-02   1.20835391E+03   6.39072340E+02   6.39072340E+02   5.90724459E+02   1.08434663E+03   1.08434663E+03
   8.84000000E-02   1.15845354E+03   6.12625797E+02   6.12625797E+02   5.65396158E+02   1.03935049E+03   1.03935049E+03
   8.86000000E-02   1.11060536E+03   5.87269657E+02   5.87269657E+02   5.41152256E+02   9.96214761E+02   9.96214761E+02
   8.88000000E-02   1.06472536E+03   5.62959151E+02   5.62959151E+02   5.17946419E+02   9.54862854E+02   9.54862854E+02
   8.90000000E-02   1.02073299E+03   5.39651340E+02   5.39651340E+02   4.95734287E+02   9.15221306E+02   9.15221306E+02
   8.92000000E-02   9.78550933E+02   5.17305039E+02   5.17305039E+02   4.74473393E+02   8.77219670E+02   8.77219670E+02
   8.94000000E-02   9.38105053E+02   4.95880747E+02   4.95880747E+02   4.54123079E+02   8.40790383E+02   8.40790383E+02
   8.96000000E-02   8.99324221E+02   4.75340579E+02   4.75340579E+02   4.34644419E+02   8.05868656E+02   8.05868656E+02
   8.98000000E-02   8.62140208E+02   4.55648198E+02   4.55648198E+02   4.16000148E+02   7.72392354E+02   7.72392354E+02
   9.00000000E-02   8.26487567E+02   4.36768754E+02   4.36768754E+02   3.98154591E+02   7.40301892E+02   7.40301892E+02
   9.02000000E-02   7.92303518E+02   4.18668822E+02   4.18668822E+02   3.81073593E+02   7.09540129E+02   7.09540129E+02
   9.04000000E-02   7.59527841E+02   4.01316347E+02   4.01316347E+02   3.64724456E+02   6.80052271E+02   6.80052271E+02
   9.06000000E-02   7.28102773E+02   3.84680585E+02   3.84680585E+02   3.49075878E+02   6.51785770E+02   6.51785770E+02
   9.08000000E-02   6.97972908E+02   3.68732050E+02   3.68732050E+02   3.34097893E+02   6.24690238E+02   6.24690238E+02
   9.10000000E-02   6.69085100E+02   3.53442464E+02   3.53442464E+02   3.19761812E+02   5.98717356E+02   5.98717356E+02
   9.12000000E-02   6.41388373E+02   3.38784709E+02   3.38784709E+02   3.06040173E+02   5.73820788E+02   5.73820788E+02
   9.14000000E-02   6.14833833E+02   3.24732776E+02   3.24732776E+02   2.92906682E+02   5.49956104E+02   5.49956104E+02
   9.16000000E-02   5.89374582E+02   3.11261723E+02   3.11261723E+02   2.80336173E+02   5.27080699E+02   5.27080699E+02
   9.18000000E-02   5.64965639E+02   2.98347629E+02   2.98347629E+02   2.68304551E+02   5.05153719E+02   5.05153719E+02
   9.20000000E-02   5.41563860E+02   2.85967555E+02   2.85967555E+02   2.56788751E+02   4.84135990E+02   4.84135990E+02
   9.22000000E-02   5.19127865E+02   2.74099503E+02   2.74099503E+02   2.45766692E+02   4.63989948E+02   4.63989948E+02
   9.24000000E-02   4.97617965E+02   2.62722375E+02   2.62722375E+02   2.35217239E+02   4.44679576E+02   4.44679576E+02
   9.26000000E-02   4.76996095E+02   2.51815942E+02   2.51815942E+02   2.25120156E+02   4.26170337E+02   4.26170337E+02
   9.28000000E-02   4.57225745E+02   2.41360802E+02   2.41360802E+02   2.15456074E+02   4.08429116E+02   4.08429116E+02
   9.30000000E-02   4.38271902E+02   2.31338350E+02   2.31338350E+02   2.06206452E+02   3.91424162E+02   3.91424162E+02
   9.32000000E-02   4.20100984E+02   2.21730746E+02   2.21730746E+02   1.97353541E+02   3.75125028E+02   3.75125028E+02
   9.34000000E-02   4.02680782E+02   2.12520881E+02   2.12520881E+02   1.88880349E+02   3.59502524E+02   3.59502524E+02
   9.36000000E-02   3.85980408E+02   2.03692350E+02   2.03692350E+02   1.80770612E+02   3.44528661E+02   3.44528661E+02
   9.38000000E-02   3.69970238E+02   1.95229420E+02   1.95229420E+02   1.73008761E+02   3.30176602E+02   3.30176602E+02
   9.40000000E-02   3.54621862E+02   1.87117007E+02   1.87117007E+02   1.65579893E+02   3.16420618E+02   3.16420618E+02
   9.42000000E-02   3.39908033E+02   1.79340644E+02   1.79340644E+02   1.58469740E+02   3.03236037E+02   3.03236037E+02
   9.44000000E-02   3.25802622E+02   1.71886460E+02   1.71886460E+02   1.51664648E+02   2.90599208E+02   2.90599208E+02
   9.46000000E-02   3.12280569E+02   1.64741155E+02   1.64741155E+02   1.45151544E+02   2.78487451E+02   2.78487451E+02
   9.48000000E-02   2.99317843E+02   1.57891974E+02   1.57891974E+02   1.38917916E+02   2.66879024E+02   2.66879024E+02
   9.50000000E-02   2.86891399E+02   1.51326688E+02   1.51326688E+02   1.32951785E+02   2.55753082E+02   2.55753082E+02
   9.52000000E-02   2.74979134E+02   1.45033570E+02   1.45033570E+02   1.27241686E+02   2.45089638E+02   2.45089638E+02
   9.54000000E-02   2.63559857E+02   1.39001378E+02   1.39001378E+02   1.21776646E+02   2.34869530E+02   2.34869530E+02
   9.56000000E-02   2.52613241E+02   1.33219328E+02   1.33219328E+02   1.16546158E+02   2.25074388E+02   2.25074388E+02
   9.58000000E-02   2.42119798E+02   1.27677084E+02   1.27677084E+02   1.11540169E+02   2.15686600E+02   2.15686600E+02
   9.60000000E-02   2.32060837E+02   1.22364733E+02   1.22364733E+02   1.06749052E+02   2.06689280E+02   2.06689280E+02
   9.62000000E-02   2.22418436E+02   1.17272773E+02   1.17272773E+02   1.02163594E+02   1.98066240E+02   1.98066240E+02
   9.64000000E-02   2.13175409E+02   1.12392089E+02   1.12392089E+02   9.77749783E+01   1.89801961E+02   1.89801961E+02
   9.66000000E-02   2.04315274E+02   1.07713945E+02   1.07713945E+02   9.35747623E+01   1.81881564E+02   1.81881564E+02
   9.68000000E-02   1.95822229E+02   1.03229964E+02   1.03229964E+02   8.95548669E+01   1.74290787E+02   1.74290787E+02
   9.70000000E-02   1.87681121E+02   9.89321138E+01   9.89321138E+01   8.57075584E+01   1.67015953E+02   1.67015953E+02
   9.72000000E-02   1.79877418E+02   9.48126928E+01   9.48126928E+01   8.20254344E+01   1.60043956E+02   1.60043956E+02
   9.74000000E-02   1.72397188E+02   9.08643178E+01   9.08643178E+01   7.85014095E+01   1.53362227E+02   1.53362227E+02
   9.76000000E-02   1.65227069E+02   8.70799094E+01   8.70799094E+01   7.51287018E+01   1.46958719E+02   1.46958719E+02
   9.78000000E-02   1.58354251E+02   8.34526804E+01   8.34526804E+01   7.19008201E+01   1.40821884E+02   1.40821884E+02
   9.80000000E-02   1.51766450E+02   7.99761234E+01   7.99761234E+01   6.88115509E+01   1.34940648E+02   1.34940648E+02
   9.82000000E-02   1.45451888E+02   7.66439994E+01   7.66439994E+01   6.58549472E+01   1.29304400E+02   1.29304400E+02
   9.84000000E-02   1.39399272E+02   7.34503268E+01   7.34503268E+01   6.30253167E+01   1.23902963E+02   1.23902963E+02
   9.86000000E-02   1.33597772E+02   7.03893710E+01   7.03893710E+01   6.03172111E+01   1.18726587E+02   1.18726587E+02
   9.88000000E-02   1.28037006E+02   6.74556339E+01   6.74556339E+01   5.77254156E+01   1.13765919E+02   1.13765919E+02
   9.90000000E-02   1.22707019E+02   6.46438444E+01   6.46438444E+01   5.52449388E+01   1.09011999E+02   1.09011999E+02
   9.92000000E-02   1.17598266E+02   6.19489491E+01   6.19489491E+01   5.28710033E+01   1.04456234E+02   1.04456234E+02
   9.94000000E-02   1.12701594E+02   5.93661031E+01   5.93661031E+01   5.05990365E+01   1.00090390E+02   1.00090390E+02
   9.96000000E-02   1.08008229E+02   5.68906617E+01   5.68906617E+01   4.84246617E+01   9.59065711E+01   9.59065711E+01
   9.98000000E-02   1.03509759E+02   5.45181722E+01   5.45181722E+01   4.63436899E+01   9.18972104E+01   9.18972104E+01
   1.00000000E-01   9.91981152E+01   5.22443656E+01   5.22443656E+01   4.43521118E+01   8.80550540E+01   8.80550540E+01
